symbol,timeframe,strategy,entry,sl,tp,rr,result,fakeout_detected,timestamp
XAU/USD,M15,ascending_triangle_breakout,3367.57,3342.149,3431.122,2.5,fakeout,True,2025-07-13 23:37:01
